"REF_DATE","GEO","DGUID","Level of study","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Alberta","2016A000248","Master's","Total - Gender","75th percentile","Dollars","81","units","0","v88834404","10.3.1.3","72000","","","","0"
"2000","Alberta","2016A000248","Master's","Men+","25th percentile","Dollars","81","units","0","v88834405","10.3.2.1","50000","","","","0"
"2000","Alberta","2016A000248","Master's","Men+","Median","Dollars","81","units","0","v88834406","10.3.2.2","65000","","","","0"
"2000","Alberta","2016A000248","Master's","Men+","75th percentile","Dollars","81","units","0","v88834407","10.3.2.3","85000","","","","0"
"2000","Alberta","2016A000248","Master's","Women+","25th percentile","Dollars","81","units","0","v88834408","10.3.3.1","40000","","","","0"
"2000","Alberta","2016A000248","Master's","Women+","Median","Dollars","81","units","0","v88834409","10.3.3.2","50000","","","","0"
"2000","Alberta","2016A000248","Master's","Women+","75th percentile","Dollars","81","units","0","v88834410","10.3.3.3","61000","","","","0"
"2000","Alberta","2016A000248","Doctorate","Total - Gender","25th percentile","Dollars","81","units","0","v88834411","10.4.1.1","43300","","","","0"
"2000","Alberta","2016A000248","Doctorate","Total - Gender","Median","Dollars","81","units","0","v88834412","10.4.1.2","57600","","","","0"
"2000","Alberta","2016A000248","Doctorate","Total - Gender","75th percentile","Dollars","81","units","0","v88834413","10.4.1.3","71000","","","","0"
"2000","Alberta","2016A000248","Doctorate","Men+","25th percentile","Dollars","81","units","0","v88834414","10.4.2.1","47000","","","","0"
"2000","Alberta","2016A000248","Doctorate","Men+","Median","Dollars","81","units","0","v88834415","10.4.2.2","58800","","","","0"
"2000","Alberta","2016A000248","Doctorate","Men+","75th percentile","Dollars","81","units","0","v88834416","10.4.2.3","71000","","","","0"
"2000","Alberta","2016A000248","Doctorate","Women+","25th percentile","Dollars","81","units","0","v88834417","10.4.3.1","39000","","","","0"
"2000","Alberta","2016A000248","Doctorate","Women+","Median","Dollars","81","units","0","v88834418","10.4.3.2","54000","","","","0"
"2000","Alberta","2016A000248","Doctorate","Women+","75th percentile","Dollars","81","units","0","v88834419","10.4.3.3","71000","","","","0"
"2000","British Columbia","2016A000259","College","Total - Gender","25th percentile","Dollars","81","units","0","v88834420","11.1.1.1","26000","","","","0"
"2000","British Columbia","2016A000259","College","Total - Gender","Median","Dollars","81","units","0","v88834421","11.1.1.2","33800","","","","0"
"2000","British Columbia","2016A000259","College","Total - Gender","75th percentile","Dollars","81","units","0","v88834422","11.1.1.3","42700","","","","0"
"2000","British Columbia","2016A000259","College","Men+","25th percentile","Dollars","81","units","0","v88834423","11.1.2.1","29700","","","","0"
"2000","British Columbia","2016A000259","College","Men+","Median","Dollars","81","units","0","v88834424","11.1.2.2","35600","","","","0"
"2000","British Columbia","2016A000259","College","Men+","75th percentile","Dollars","81","units","0","v88834425","11.1.2.3","45000","","","","0"
"2000","British Columbia","2016A000259","College","Women+","25th percentile","Dollars","81","units","0","v88834426","11.1.3.1","24000","","","","0"
"2000","British Columbia","2016A000259","College","Women+","Median","Dollars","81","units","0","v88834427","11.1.3.2","31600","","","","0"
"2000","British Columbia","2016A000259","College","Women+","75th percentile","Dollars","81","units","0","v88834428","11.1.3.3","41500","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Total - Gender","25th percentile","Dollars","81","units","0","v88834429","11.2.1.1","30000","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Total - Gender","Median","Dollars","81","units","0","v88834430","11.2.1.2","39000","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Total - Gender","75th percentile","Dollars","81","units","0","v88834431","11.2.1.3","48700","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Men+","25th percentile","Dollars","81","units","0","v88834432","11.2.2.1","30000","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Men+","Median","Dollars","81","units","0","v88834433","11.2.2.2","40000","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Men+","75th percentile","Dollars","81","units","0","v88834434","11.2.2.3","50000","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Women+","25th percentile","Dollars","81","units","0","v88834435","11.2.3.1","30000","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Women+","Median","Dollars","81","units","0","v88834436","11.2.3.2","38200","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Women+","75th percentile","Dollars","81","units","0","v88834437","11.2.3.3","47700","","","","0"
"2000","British Columbia","2016A000259","Master's","Total - Gender","25th percentile","Dollars","81","units","0","v88834438","11.3.1.1","42000","","","","0"
"2000","British Columbia","2016A000259","Master's","Total - Gender","Median","Dollars","81","units","0","v88834439","11.3.1.2","55000","","","","0"
"2000","British Columbia","2016A000259","Master's","Total - Gender","75th percentile","Dollars","81","units","0","v88834440","11.3.1.3","67000","","","","0"
"2000","British Columbia","2016A000259","Master's","Men+","25th percentile","Dollars","81","units","0","v88834441","11.3.2.1","44000","","","","0"
"2000","British Columbia","2016A000259","Master's","Men+","Median","Dollars","81","units","0","v88834442","11.3.2.2","58000","","","","0"
"2000","British Columbia","2016A000259","Master's","Men+","75th percentile","Dollars","81","units","0","v88834443","11.3.2.3","75000","","","","0"
"2000","British Columbia","2016A000259","Master's","Women+","25th percentile","Dollars","81","units","0","v88834444","11.3.3.1","40000","","","","0"
"2000","British Columbia","2016A000259","Master's","Women+","Median","Dollars","81","units","0","v88834445","11.3.3.2","54000","","","","0"
"2000","British Columbia","2016A000259","Master's","Women+","75th percentile","Dollars","81","units","0","v88834446","11.3.3.3","65000","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Total - Gender","25th percentile","Dollars","81","units","0","v88834447","11.4.1.1","42400","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Total - Gender","Median","Dollars","81","units","0","v88834448","11.4.1.2","55000","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Total - Gender","75th percentile","Dollars","81","units","0","v88834449","11.4.1.3","70000","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Men+","25th percentile","Dollars","81","units","0","v88834450","11.4.2.1","45900","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Men+","Median","Dollars","81","units","0","v88834451","11.4.2.2","59000","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Men+","75th percentile","Dollars","81","units","0","v88834452","11.4.2.3","72000","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Women+","25th percentile","Dollars","81","units","0","v88834453","11.4.3.1","37600","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Women+","Median","Dollars","81","units","0","v88834454","11.4.3.2","52900","","","","0"
"2000","British Columbia","2016A000259","Doctorate","Women+","75th percentile","Dollars","81","units","0","v88834455","11.4.3.3","63000","","","","0"
"2005","Canada","2016A000011124","College","Total - Gender","25th percentile","Dollars","81","units","0","v88834060","1.1.1.1","27500","","","","0"
"2005","Canada","2016A000011124","College","Total - Gender","Median","Dollars","81","units","0","v88834061","1.1.1.2","35000","","","","0"
"2005","Canada","2016A000011124","College","Total - Gender","75th percentile","Dollars","81","units","0","v88834062","1.1.1.3","44300","","","","0"
"2005","Canada","2016A000011124","College","Men+","25th percentile","Dollars","81","units","0","v88834063","1.1.2.1","30000","","","","0"
"2005","Canada","2016A000011124","College","Men+","Median","Dollars","81","units","0","v88834064","1.1.2.2","38400","","","","0"
"2005","Canada","2016A000011124","College","Men+","75th percentile","Dollars","81","units","0","v88834065","1.1.2.3","50000","","","","0"
"2005","Canada","2016A000011124","College","Women+","25th percentile","Dollars","81","units","0","v88834066","1.1.3.1","26000","","","","0"
"2005","Canada","2016A000011124","College","Women+","Median","Dollars","81","units","0","v88834067","1.1.3.2","32200","","","","0"
"2005","Canada","2016A000011124","College","Women+","75th percentile","Dollars","81","units","0","v88834068","1.1.3.3","41100","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Total - Gender","25th percentile","Dollars","81","units","0","v88834069","1.2.1.1","35900","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Total - Gender","Median","Dollars","81","units","0","v88834070","1.2.1.2","45000","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Total - Gender","75th percentile","Dollars","81","units","0","v88834071","1.2.1.3","55000","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Men+","25th percentile","Dollars","81","units","0","v88834072","1.2.2.1","38500","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Men+","Median","Dollars","81","units","0","v88834073","1.2.2.2","48000","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Men+","75th percentile","Dollars","81","units","0","v88834074","1.2.2.3","60000","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Women+","25th percentile","Dollars","81","units","0","v88834075","1.2.3.1","34000","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Women+","Median","Dollars","81","units","0","v88834076","1.2.3.2","43000","","","","0"
"2005","Canada","2016A000011124","Bachelor's","Women+","75th percentile","Dollars","81","units","0","v88834077","1.2.3.3","52000","","","","0"
"2005","Canada","2016A000011124","Master's","Total - Gender","25th percentile","Dollars","81","units","0","v88834078","1.3.1.1","46800","","","","0"
"2005","Canada","2016A000011124","Master's","Total - Gender","Median","Dollars","81","units","0","v88834079","1.3.1.2","60000","","","","0"
"2005","Canada","2016A000011124","Master's","Total - Gender","75th percentile","Dollars","81","units","0","v88834080","1.3.1.3","77900","","","","0"
"2005","Canada","2016A000011124","Master's","Men+","25th percentile","Dollars","81","units","0","v88834081","1.3.2.1","50000","","","","0"
"2005","Canada","2016A000011124","Master's","Men+","Median","Dollars","81","units","0","v88834082","1.3.2.2","65000","","","","0"
"2005","Canada","2016A000011124","Master's","Men+","75th percentile","Dollars","81","units","0","v88834083","1.3.2.3","85000","","","","0"
"2005","Canada","2016A000011124","Master's","Women+","25th percentile","Dollars","81","units","0","v88834084","1.3.3.1","45000","","","","0"
"2005","Canada","2016A000011124","Master's","Women+","Median","Dollars","81","units","0","v88834085","1.3.3.2","58000","","","","0"
"2005","Canada","2016A000011124","Master's","Women+","75th percentile","Dollars","81","units","0","v88834086","1.3.3.3","72000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Total - Gender","25th percentile","Dollars","81","units","0","v88834087","1.4.1.1","48000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Total - Gender","Median","Dollars","81","units","0","v88834088","1.4.1.2","65000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Total - Gender","75th percentile","Dollars","81","units","0","v88834089","1.4.1.3","78000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Men+","25th percentile","Dollars","81","units","0","v88834090","1.4.2.1","47000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Men+","Median","Dollars","81","units","0","v88834091","1.4.2.2","65000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Men+","75th percentile","Dollars","81","units","0","v88834092","1.4.2.3","80000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Women+","25th percentile","Dollars","81","units","0","v88834093","1.4.3.1","49400","","","","0"
"2005","Canada","2016A000011124","Doctorate","Women+","Median","Dollars","81","units","0","v88834094","1.4.3.2","63000","","","","0"
"2005","Canada","2016A000011124","Doctorate","Women+","75th percentile","Dollars","81","units","0","v88834095","1.4.3.3","77400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Total - Gender","25th percentile","Dollars","81","units","0","v88834096","2.1.1.1","23200","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Total - Gender","Median","Dollars","81","units","0","v88834097","2.1.1.2","33600","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Total - Gender","75th percentile","Dollars","81","units","0","v88834098","2.1.1.3","49800","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Men+","25th percentile","Dollars","81","units","0","v88834099","2.1.2.1","31700","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Men+","Median","Dollars","81","units","0","v88834100","2.1.2.2","45000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Men+","75th percentile","Dollars","81","units","0","v88834101","2.1.2.3","60000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Women+","25th percentile","Dollars","81","units","0","v88834102","2.1.3.1","20800","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Women+","Median","Dollars","81","units","0","v88834103","2.1.3.2","30400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","College","Women+","75th percentile","Dollars","81","units","0","v88834104","2.1.3.3","40000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Total - Gender","25th percentile","Dollars","81","units","0","v88834105","2.2.1.1","36000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Total - Gender","Median","Dollars","81","units","0","v88834106","2.2.1.2","45000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Total - Gender","75th percentile","Dollars","81","units","0","v88834107","2.2.1.3","55000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Men+","25th percentile","Dollars","81","units","0","v88834108","2.2.2.1","36400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Men+","Median","Dollars","81","units","0","v88834109","2.2.2.2","45100","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Men+","75th percentile","Dollars","81","units","0","v88834110","2.2.2.3","60300","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Women+","25th percentile","Dollars","81","units","0","v88834111","2.2.3.1","35000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Women+","Median","Dollars","81","units","0","v88834112","2.2.3.2","45000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bachelor's","Women+","75th percentile","Dollars","81","units","0","v88834113","2.2.3.3","53000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Total - Gender","25th percentile","Dollars","81","units","0","v88834114","2.3.1.1","49400","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Total - Gender","Median","Dollars","81","units","0","v88834115","2.3.1.2","62000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Total - Gender","75th percentile","Dollars","81","units","0","v88834116","2.3.1.3","71000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Men+","25th percentile","Dollars","81","units","0","v88834117","2.3.2.1","50700","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Men+","Median","Dollars","81","units","0","v88834118","2.3.2.2","66000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Men+","75th percentile","Dollars","81","units","0","v88834119","2.3.2.3","72000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Women+","25th percentile","Dollars","81","units","0","v88834120","2.3.3.1","48300","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Women+","Median","Dollars","81","units","0","v88834121","2.3.3.2","60000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Master's","Women+","75th percentile","Dollars","81","units","0","v88834122","2.3.3.3","70000","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Total - Gender","25th percentile","Dollars","81","units","0","v88834123","2.4.1.1","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Total - Gender","Median","Dollars","81","units","0","v88834124","2.4.1.2","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Total - Gender","75th percentile","Dollars","81","units","0","v88834125","2.4.1.3","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Men+","25th percentile","Dollars","81","units","0","v88834126","2.4.2.1","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Men+","Median","Dollars","81","units","0","v88834127","2.4.2.2","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Men+","75th percentile","Dollars","81","units","0","v88834128","2.4.2.3","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Women+","25th percentile","Dollars","81","units","0","v88834129","2.4.3.1","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Women+","Median","Dollars","81","units","0","v88834130","2.4.3.2","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Doctorate","Women+","75th percentile","Dollars","81","units","0","v88834131","2.4.3.3","","x","","","0"
"2005","Prince Edward Island","2016A000211","College","Total - Gender","25th percentile","Dollars","81","units","0","v88834132","3.1.1.1","25000","","","","0"
"2005","Prince Edward Island","2016A000211","College","Total - Gender","Median","Dollars","81","units","0","v88834133","3.1.1.2","31600","","","","0"
"2005","Prince Edward Island","2016A000211","College","Total - Gender","75th percentile","Dollars","81","units","0","v88834134","3.1.1.3","40900","","","","0"
"2005","Prince Edward Island","2016A000211","College","Men+","25th percentile","Dollars","81","units","0","v88834135","3.1.2.1","29100","","","","0"
"2005","Prince Edward Island","2016A000211","College","Men+","Median","Dollars","81","units","0","v88834136","3.1.2.2","35400","","","","0"
"2005","Prince Edward Island","2016A000211","College","Men+","75th percentile","Dollars","81","units","0","v88834137","3.1.2.3","45600","","","","0"
"2005","Prince Edward Island","2016A000211","College","Women+","25th percentile","Dollars","81","units","0","v88834138","3.1.3.1","22000","","","","0"
"2005","Prince Edward Island","2016A000211","College","Women+","Median","Dollars","81","units","0","v88834139","3.1.3.2","27000","","","","0"
"2005","Prince Edward Island","2016A000211","College","Women+","75th percentile","Dollars","81","units","0","v88834140","3.1.3.3","35100","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Total - Gender","25th percentile","Dollars","81","units","0","v88834141","3.2.1.1","29500","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Total - Gender","Median","Dollars","81","units","0","v88834142","3.2.1.2","40000","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Total - Gender","75th percentile","Dollars","81","units","0","v88834143","3.2.1.3","50000","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Men+","25th percentile","Dollars","81","units","0","v88834144","3.2.2.1","27300","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Men+","Median","Dollars","81","units","0","v88834145","3.2.2.2","39000","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Men+","75th percentile","Dollars","81","units","0","v88834146","3.2.2.3","45000","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Women+","25th percentile","Dollars","81","units","0","v88834147","3.2.3.1","30000","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Women+","Median","Dollars","81","units","0","v88834148","3.2.3.2","40000","","","","0"
"2005","Prince Edward Island","2016A000211","Bachelor's","Women+","75th percentile","Dollars","81","units","0","v88834149","3.2.3.3","51700","","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Total - Gender","25th percentile","Dollars","81","units","0","v88834150","3.3.1.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Total - Gender","Median","Dollars","81","units","0","v88834151","3.3.1.2","65000","","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Total - Gender","75th percentile","Dollars","81","units","0","v88834152","3.3.1.3","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Men+","25th percentile","Dollars","81","units","0","v88834153","3.3.2.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Men+","Median","Dollars","81","units","0","v88834154","3.3.2.2","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Men+","75th percentile","Dollars","81","units","0","v88834155","3.3.2.3","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Women+","25th percentile","Dollars","81","units","0","v88834156","3.3.3.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Women+","Median","Dollars","81","units","0","v88834157","3.3.3.2","59000","","","","0"
"2005","Prince Edward Island","2016A000211","Master's","Women+","75th percentile","Dollars","81","units","0","v88834158","3.3.3.3","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Total - Gender","25th percentile","Dollars","81","units","0","v88834159","3.4.1.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Total - Gender","Median","Dollars","81","units","0","v88834160","3.4.1.2","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Total - Gender","75th percentile","Dollars","81","units","0","v88834161","3.4.1.3","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Men+","25th percentile","Dollars","81","units","0","v88834162","3.4.2.1","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Men+","Median","Dollars","81","units","0","v88834163","3.4.2.2","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Men+","75th percentile","Dollars","81","units","0","v88834164","3.4.2.3","","x","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Women+","25th percentile","Dollars","81","units","0","v88834165","3.4.3.1","","..","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Women+","Median","Dollars","81","units","0","v88834166","3.4.3.2","","..","","","0"
"2005","Prince Edward Island","2016A000211","Doctorate","Women+","75th percentile","Dollars","81","units","0","v88834167","3.4.3.3","","..","","","0"
"2005","Nova Scotia","2016A000212","College","Total - Gender","25th percentile","Dollars","81","units","0","v88834168","4.1.1.1","23400","","","","0"
"2005","Nova Scotia","2016A000212","College","Total - Gender","Median","Dollars","81","units","0","v88834169","4.1.1.2","30700","","","","0"
"2005","Nova Scotia","2016A000212","College","Total - Gender","75th percentile","Dollars","81","units","0","v88834170","4.1.1.3","37500","","","","0"
"2005","Nova Scotia","2016A000212","College","Men+","25th percentile","Dollars","81","units","0","v88834171","4.1.2.1","26000","","","","0"
"2005","Nova Scotia","2016A000212","College","Men+","Median","Dollars","81","units","0","v88834172","4.1.2.2","32800","","","","0"
"2005","Nova Scotia","2016A000212","College","Men+","75th percentile","Dollars","81","units","0","v88834173","4.1.2.3","44200","","","","0"
"2005","Nova Scotia","2016A000212","College","Women+","25th percentile","Dollars","81","units","0","v88834174","4.1.3.1","21100","","","","0"
"2005","Nova Scotia","2016A000212","College","Women+","Median","Dollars","81","units","0","v88834175","4.1.3.2","27200","","","","0"
"2005","Nova Scotia","2016A000212","College","Women+","75th percentile","Dollars","81","units","0","v88834176","4.1.3.3","32100","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Total - Gender","25th percentile","Dollars","81","units","0","v88834177","4.2.1.1","30000","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Total - Gender","Median","Dollars","81","units","0","v88834178","4.2.1.2","40000","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Total - Gender","75th percentile","Dollars","81","units","0","v88834179","4.2.1.3","55000","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Men+","25th percentile","Dollars","81","units","0","v88834180","4.2.2.1","31200","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Men+","Median","Dollars","81","units","0","v88834181","4.2.2.2","42000","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Men+","75th percentile","Dollars","81","units","0","v88834182","4.2.2.3","55000","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Women+","25th percentile","Dollars","81","units","0","v88834183","4.2.3.1","27500","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Women+","Median","Dollars","81","units","0","v88834184","4.2.3.2","38000","","","","0"
"2005","Nova Scotia","2016A000212","Bachelor's","Women+","75th percentile","Dollars","81","units","0","v88834185","4.2.3.3","53400","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Total - Gender","25th percentile","Dollars","81","units","0","v88834186","4.3.1.1","51000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Total - Gender","Median","Dollars","81","units","0","v88834187","4.3.1.2","63000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Total - Gender","75th percentile","Dollars","81","units","0","v88834188","4.3.1.3","75000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Men+","25th percentile","Dollars","81","units","0","v88834189","4.3.2.1","50000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Men+","Median","Dollars","81","units","0","v88834190","4.3.2.2","65000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Men+","75th percentile","Dollars","81","units","0","v88834191","4.3.2.3","83000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Women+","25th percentile","Dollars","81","units","0","v88834192","4.3.3.1","51900","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Women+","Median","Dollars","81","units","0","v88834193","4.3.3.2","62000","","","","0"
"2005","Nova Scotia","2016A000212","Master's","Women+","75th percentile","Dollars","81","units","0","v88834194","4.3.3.3","70000","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Total - Gender","25th percentile","Dollars","81","units","0","v88834195","4.4.1.1","46000","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Total - Gender","Median","Dollars","81","units","0","v88834196","4.4.1.2","57500","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Total - Gender","75th percentile","Dollars","81","units","0","v88834197","4.4.1.3","70000","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Men+","25th percentile","Dollars","81","units","0","v88834198","4.4.2.1","","x","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Men+","Median","Dollars","81","units","0","v88834199","4.4.2.2","57200","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Men+","75th percentile","Dollars","81","units","0","v88834200","4.4.2.3","","x","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Women+","25th percentile","Dollars","81","units","0","v88834201","4.4.3.1","","x","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Women+","Median","Dollars","81","units","0","v88834202","4.4.3.2","57800","","","","0"
"2005","Nova Scotia","2016A000212","Doctorate","Women+","75th percentile","Dollars","81","units","0","v88834203","4.4.3.3","","x","","","0"
"2005","New Brunswick","2016A000213","College","Total - Gender","25th percentile","Dollars","81","units","0","v88834204","5.1.1.1","25000","","","","0"
"2005","New Brunswick","2016A000213","College","Total - Gender","Median","Dollars","81","units","0","v88834205","5.1.1.2","31200","","","","0"
"2005","New Brunswick","2016A000213","College","Total - Gender","75th percentile","Dollars","81","units","0","v88834206","5.1.1.3","38900","","","","0"
"2005","New Brunswick","2016A000213","College","Men+","25th percentile","Dollars","81","units","0","v88834207","5.1.2.1","27000","","","","0"
"2005","New Brunswick","2016A000213","College","Men+","Median","Dollars","81","units","0","v88834208","5.1.2.2","33300","","","","0"
"2005","New Brunswick","2016A000213","College","Men+","75th percentile","Dollars","81","units","0","v88834209","5.1.2.3","41500","","","","0"
"2005","New Brunswick","2016A000213","College","Women+","25th percentile","Dollars","81","units","0","v88834210","5.1.3.1","22300","","","","0"
"2005","New Brunswick","2016A000213","College","Women+","Median","Dollars","81","units","0","v88834211","5.1.3.2","28100","","","","0"
"2005","New Brunswick","2016A000213","College","Women+","75th percentile","Dollars","81","units","0","v88834212","5.1.3.3","34600","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Total - Gender","25th percentile","Dollars","81","units","0","v88834213","5.2.1.1","30900","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Total - Gender","Median","Dollars","81","units","0","v88834214","5.2.1.2","41600","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Total - Gender","75th percentile","Dollars","81","units","0","v88834215","5.2.1.3","50900","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Men+","25th percentile","Dollars","81","units","0","v88834216","5.2.2.1","31200","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Men+","Median","Dollars","81","units","0","v88834217","5.2.2.2","42000","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Men+","75th percentile","Dollars","81","units","0","v88834218","5.2.2.3","50600","","","","0"
"2005","New Brunswick","2016A000213","Bachelor's","Women+","25th percentile","Dollars","81","units","0","v88834219","5.2.3.1","30000","","","","0"
